id,raw_x,raw_y,refined_x,refined_y,ra_deg,dec_deg,ra_hms,dec_dms,peak_adu,dao_flux,net_flux,flux_err,snr,mag_inst,mag_inst_err,mag_calibrated,mag_calibrated_err
Auto_901,241.06,2678.96,241.06,2678.96,,,,,302.0,2456.000,3044.635,192.289,15.83,-8.709,0.069,14.690,0.069
Auto_902,1813.49,498.71,1813.51,498.60,,,,,235.0,2452.000,3268.310,192.835,16.95,-8.786,0.064,14.613,0.064
Auto_903,1941.47,3264.66,1941.48,3264.67,,,,,249.0,2449.000,3179.491,192.703,16.50,-8.756,0.066,14.643,0.066
Auto_904,4424.92,211.65,4425.00,211.49,,,,,215.0,2448.000,3266.656,193.846,16.85,-8.785,0.064,14.614,0.064
Auto_905,78.72,829.52,78.66,829.50,,,,,267.0,2434.000,3135.588,192.386,16.30,-8.741,0.067,14.658,0.067
Auto_906,2871.05,2265.34,2871.15,2265.34,,,,,209.0,2421.000,3180.632,192.053,16.56,-8.756,0.066,14.643,0.066
Auto_907,1327.81,1356.13,1327.84,1356.11,,,,,248.0,2417.000,3102.062,192.209,16.14,-8.729,0.067,14.670,0.067
Auto_908,3972.07,3530.15,3972.15,3530.19,,,,,235.0,2415.000,3165.640,192.007,16.49,-8.751,0.066,14.648,0.066
Auto_909,5717.56,1470.01,5717.71,1469.98,,,,,207.0,2415.000,3185.066,193.569,16.45,-8.758,0.066,14.641,0.066
Auto_910,1821.48,2331.43,1821.47,2331.41,,,,,231.0,2414.000,3097.042,192.680,16.07,-8.727,0.068,14.672,0.068
Auto_911,1227.28,946.56,1227.24,946.58,,,,,230.0,2410.000,3132.913,192.273,16.29,-8.740,0.067,14.659,0.067
Auto_912,2905.11,2549.01,2905.24,2549.02,,,,,202.0,2408.000,3247.479,192.924,16.83,-8.779,0.064,14.620,0.064
Auto_913,4317.23,4056.53,4317.36,4056.55,,,,,233.0,2397.000,3164.250,193.298,16.37,-8.751,0.066,14.648,0.066
Auto_914,4786.36,3946.01,4786.50,3946.10,,,,,244.0,2394.000,3142.962,193.024,16.28,-8.743,0.067,14.656,0.067
Auto_915,2909.70,2485.21,2909.82,2485.20,,,,,201.0,2386.000,3154.995,192.007,16.43,-8.747,0.066,14.652,0.066
Auto_916,3796.27,2113.53,3796.41,2113.50,,,,,201.0,2372.000,3143.812,192.491,16.33,-8.744,0.066,14.655,0.066
Auto_917,347.67,925.91,347.67,925.88,,,,,280.0,2368.000,2934.068,192.299,15.26,-8.669,0.071,14.730,0.071
Auto_918,5753.30,2223.71,5753.46,2223.73,,,,,210.0,2366.000,3030.647,194.281,15.60,-8.704,0.070,14.695,0.070
Auto_919,792.74,3480.21,792.73,3480.24,,,,,283.0,2361.000,2880.996,191.993,15.01,-8.649,0.072,14.750,0.072
Auto_920,1037.06,1289.80,1037.05,1289.79,,,,,254.0,2360.000,2922.990,191.517,15.26,-8.665,0.071,14.734,0.071
Auto_921,203.16,2031.93,203.16,2031.94,,,,,284.0,2356.000,2863.189,192.310,14.89,-8.642,0.073,14.757,0.073
Auto_922,4879.22,320.55,4879.37,320.41,,,,,211.0,2355.000,3176.079,193.569,16.41,-8.755,0.066,14.644,0.066
Auto_923,321.75,3173.85,321.75,3173.86,,,,,289.0,2351.000,2938.382,192.136,15.29,-8.670,0.071,14.729,0.071
Auto_924,4756.26,3398.88,4756.40,3398.92,,,,,214.0,2344.000,2961.612,192.727,15.37,-8.679,0.071,14.720,0.071
Auto_925,2610.73,697.87,2610.78,697.75,,,,,196.0,2344.000,3044.735,192.746,15.80,-8.709,0.069,14.690,0.069
Auto_926,5972.13,1266.98,5972.32,1266.94,,,,,209.0,2328.000,2929.284,193.690,15.12,-8.667,0.072,14.732,0.072
Auto_927,844.93,3923.93,844.94,3923.94,,,,,290.0,2323.000,2865.479,191.964,14.93,-8.643,0.073,14.756,0.073
Auto_928,4906.44,286.32,4906.58,286.20,,,,,192.0,2316.000,3039.591,193.815,15.68,-8.707,0.069,14.692,0.069
Auto_929,5672.04,1882.37,5672.25,1882.32,,,,,184.0,2314.000,2857.339,193.621,14.76,-8.640,0.074,14.759,0.074
Auto_930,5160.49,772.67,5160.69,772.56,,,,,202.0,2311.000,3167.782,193.982,16.33,-8.752,0.066,14.647,0.066
Auto_931,4503.29,298.61,4503.44,298.48,,,,,205.0,2310.000,3090.830,193.486,15.97,-8.725,0.068,14.674,0.068
Auto_932,1562.29,3675.44,1562.27,3675.41,,,,,240.0,2302.000,2906.329,191.097,15.21,-8.658,0.071,14.741,0.071
Auto_933,557.07,4011.47,557.02,4011.46,,,,,272.0,2301.000,2955.435,191.511,15.43,-8.677,0.070,14.722,0.070
Auto_934,397.92,80.42,397.96,80.36,,,,,229.0,2294.000,2863.302,191.914,14.92,-8.642,0.073,14.757,0.073
Auto_935,2574.98,1635.18,2575.07,1635.16,,,,,196.0,2293.000,2968.573,192.601,15.41,-8.681,0.070,14.718,0.070
Auto_936,1936.65,2247.35,1936.69,2247.34,,,,,210.0,2281.000,2976.319,192.093,15.49,-8.684,0.070,14.715,0.070
Auto_937,890.07,2684.92,890.09,2684.92,,,,,274.0,2278.000,2809.050,191.752,14.65,-8.621,0.074,14.778,0.074
Auto_938,4804.33,1680.77,4804.54,1680.74,,,,,204.0,2276.000,2966.130,193.294,15.35,-8.680,0.071,14.719,0.071
Auto_939,5804.56,1126.16,5804.74,1126.12,,,,,195.0,2272.000,3040.714,194.167,15.66,-8.707,0.069,14.692,0.069
Auto_940,937.46,3207.41,937.49,3207.43,,,,,245.0,2259.000,2897.538,191.662,15.12,-8.655,0.072,14.744,0.072
Auto_941,5791.66,1180.62,5791.79,1180.60,,,,,203.0,2257.000,3097.954,194.791,15.90,-8.728,0.068,14.671,0.068
Auto_942,2870.32,1700.40,2870.47,1700.38,,,,,191.0,2245.000,3088.393,192.278,16.06,-8.724,0.068,14.675,0.068
Auto_943,1246.78,1623.10,1246.83,1623.10,,,,,229.0,2243.000,2845.776,191.923,14.83,-8.636,0.073,14.763,0.073
Auto_944,55.74,1255.05,55.77,1255.03,,,,,244.0,2237.000,2830.594,191.279,14.80,-8.630,0.073,14.769,0.073
Auto_945,121.16,2034.47,121.14,2034.51,,,,,233.0,2236.000,2768.737,191.194,14.48,-8.606,0.075,14.793,0.075
Auto_946,964.49,685.43,964.52,685.42,,,,,204.0,2235.000,2852.545,191.257,14.91,-8.638,0.073,14.761,0.073
Auto_947,5804.17,3456.60,5804.33,3456.68,,,,,206.0,2226.000,2845.540,194.137,14.66,-8.635,0.074,14.764,0.074
Auto_948,4812.54,507.34,4812.69,507.22,,,,,179.0,2225.000,2998.742,193.376,15.51,-8.692,0.070,14.707,0.070
Auto_949,3250.15,4033.09,3250.19,4033.13,,,,,236.0,2220.000,2794.564,191.982,14.56,-8.616,0.075,14.783,0.075
Auto_950,2401.72,1805.74,2401.82,1805.72,,,,,188.0,2220.000,2865.822,191.522,14.96,-8.643,0.073,14.756,0.073
Auto_951,4948.77,456.62,4948.92,456.49,,,,,178.0,2218.000,2860.100,193.448,14.78,-8.641,0.073,14.758,0.073
Auto_952,3019.60,195.52,3019.59,195.42,,,,,201.0,2215.000,3055.327,192.614,15.86,-8.713,0.068,14.686,0.068
Auto_953,1240.00,3784.33,1239.97,3784.34,,,,,275.0,2214.000,2795.757,191.791,14.58,-8.616,0.074,14.783,0.074
Auto_954,6105.20,4019.08,6105.34,4019.17,,,,,220.0,2214.000,2747.968,194.311,14.14,-8.598,0.077,14.801,0.077
Auto_955,2670.61,493.58,2670.57,493.53,,,,,209.0,2208.000,2975.083,192.229,15.48,-8.684,0.070,14.715,0.070
Auto_956,6213.83,212.98,6213.85,212.93,,,,,201.0,2207.000,2858.316,194.456,14.70,-8.640,0.074,14.759,0.074
Auto_957,2300.12,1123.89,2300.20,1123.87,,,,,198.0,2205.000,2802.796,193.019,14.52,-8.619,0.075,14.780,0.075
Auto_958,2938.80,4114.65,2938.84,4114.62,,,,,219.0,2205.000,2896.190,191.881,15.09,-8.655,0.072,14.744,0.072
Auto_959,2438.09,2949.39,2438.15,2949.39,,,,,221.0,2199.000,2915.745,192.406,15.15,-8.662,0.072,14.737,0.072
Auto_960,1054.79,1139.52,1054.77,1139.50,,,,,225.0,2195.000,2846.834,192.072,14.82,-8.636,0.073,14.763,0.073
Auto_961,5783.27,1785.14,5783.41,1785.12,,,,,199.0,2189.000,2669.799,193.388,13.81,-8.566,0.079,14.833,0.079
Auto_962,2826.53,1302.63,2826.62,1302.58,,,,,199.0,2178.000,3043.537,192.136,15.84,-8.708,0.069,14.691,0.069
Auto_963,2678.81,2176.86,2678.89,2176.85,,,,,177.0,2170.000,2967.559,192.578,15.41,-8.681,0.070,14.718,0.070
Auto_964,5265.24,167.97,5265.38,167.85,,,,,185.0,2170.000,2771.989,193.550,14.32,-8.607,0.076,14.792,0.076
Auto_965,2005.88,1952.08,2005.93,1952.08,,,,,199.0,2169.000,2751.724,191.724,14.35,-8.599,0.076,14.800,0.076
Auto_966,1492.31,704.63,1492.27,704.63,,,,,209.0,2167.000,2792.620,191.144,14.61,-8.615,0.074,14.784,0.074
Auto_967,3693.32,627.55,3693.42,627.46,,,,,193.0,2166.000,2914.910,192.846,15.12,-8.662,0.072,14.737,0.072
Auto_968,3262.47,1054.06,3262.61,1053.98,,,,,190.0,2162.000,2944.257,192.944,15.26,-8.672,0.071,14.727,0.071
Auto_969,1681.58,3915.82,1681.61,3915.85,,,,,239.0,2157.000,2691.670,191.616,14.05,-8.575,0.077,14.824,0.077
Auto_970,4970.77,842.46,4970.88,842.40,,,,,176.0,2152.000,3105.547,194.516,15.97,-8.730,0.068,14.669,0.068
Auto_971,2223.33,953.17,2223.41,953.16,,,,,200.0,2149.000,2833.159,191.638,14.78,-8.631,0.073,14.768,0.073
Auto_972,6043.16,3454.88,6043.36,3454.94,,,,,195.0,2142.000,2756.229,192.993,14.28,-8.601,0.076,14.798,0.076
Auto_973,3489.66,3723.89,3489.75,3723.93,,,,,190.0,2134.000,2757.238,190.893,14.44,-8.601,0.075,14.798,0.075
Auto_974,1077.27,3401.74,1077.28,3401.73,,,,,242.0,2129.000,2685.909,192.436,13.96,-8.573,0.078,14.826,0.078
Auto_975,4925.98,674.37,4926.13,674.31,,,,,163.0,2123.000,2723.844,193.849,14.05,-8.588,0.077,14.811,0.077
Auto_976,188.12,339.04,188.11,339.03,,,,,248.0,2120.000,2703.013,191.555,14.11,-8.580,0.077,14.819,0.077
Auto_977,5412.90,2528.68,5413.09,2528.71,,,,,169.0,2116.000,2803.630,192.772,14.54,-8.619,0.075,14.780,0.075
Auto_978,238.37,2649.77,238.35,2649.76,,,,,237.0,2115.000,2627.656,191.804,13.70,-8.549,0.079,14.850,0.079
Auto_979,1825.86,2067.36,1825.87,2067.35,,,,,200.0,2111.000,2800.393,191.913,14.59,-8.618,0.074,14.781,0.074
Auto_980,3727.11,2607.02,3727.23,2607.04,,,,,192.0,2109.000,2870.764,192.050,14.95,-8.645,0.073,14.754,0.073
Auto_981,6174.62,1481.34,6174.81,1481.31,,,,,181.0,2109.000,2844.764,193.765,14.68,-8.635,0.074,14.764,0.074
Auto_982,4475.37,2303.40,4475.56,2303.42,,,,,185.0,2099.000,2783.353,192.365,14.47,-8.611,0.075,14.788,0.075
Auto_983,1007.00,1124.50,1006.97,1124.53,,,,,202.0,2090.000,2750.033,191.527,14.36,-8.598,0.076,14.801,0.076
Auto_984,3631.70,3316.32,3631.80,3316.36,,,,,186.0,2087.000,2617.218,191.507,13.67,-8.545,0.079,14.854,0.079
Auto_985,2107.17,3342.59,2107.21,3342.55,,,,,217.0,2083.000,2757.957,191.500,14.40,-8.601,0.075,14.798,0.075
Auto_986,2686.06,3246.46,2686.14,3246.46,,,,,210.0,2079.000,2863.042,191.311,14.97,-8.642,0.073,14.757,0.073
Auto_987,1508.84,765.11,1508.87,765.06,,,,,199.0,2078.000,2687.532,191.256,14.05,-8.573,0.077,14.826,0.077
Auto_988,1209.53,1049.06,1209.58,1049.00,,,,,207.0,2076.000,2617.279,191.601,13.66,-8.545,0.079,14.854,0.079
Auto_989,118.32,609.44,118.36,609.44,,,,,212.0,2072.000,2630.968,191.346,13.75,-8.550,0.079,14.849,0.079
Auto_990,346.90,3503.62,346.92,3503.65,,,,,234.0,2069.000,2674.821,191.342,13.98,-8.568,0.078,14.831,0.078
Auto_991,5228.89,188.33,5229.01,188.26,,,,,169.0,2069.000,2715.386,193.107,14.06,-8.585,0.077,14.814,0.077
Auto_992,4765.95,2308.56,4766.14,2308.50,,,,,168.0,2067.000,2559.075,192.254,13.31,-8.520,0.082,14.879,0.082
Auto_993,3710.71,100.11,3710.78,99.94,,,,,155.0,2046.000,2663.365,192.123,13.86,-8.564,0.078,14.835,0.078
Auto_994,1061.70,1464.26,1061.74,1464.23,,,,,212.0,2032.000,2511.561,190.815,13.16,-8.500,0.082,14.899,0.082
Auto_995,1027.06,3582.49,1027.02,3582.46,,,,,225.0,2018.000,2451.837,190.693,12.86,-8.474,0.084,14.925,0.084
Auto_996,3685.22,823.65,3685.30,823.57,,,,,180.0,2018.000,2621.966,192.071,13.65,-8.547,0.080,14.852,0.080
Auto_997,155.09,3752.27,155.03,3752.28,,,,,245.0,2014.000,2579.627,190.493,13.54,-8.529,0.080,14.870,0.080
Auto_998,5474.35,875.64,5474.53,875.54,,,,,172.0,2013.000,2739.694,193.271,14.18,-8.594,0.077,14.805,0.077
Auto_999,5755.00,2781.17,5755.17,2781.21,,,,,179.0,2002.000,2449.794,192.337,12.74,-8.473,0.085,14.926,0.085
Auto_1000,565.57,3723.71,565.59,3723.75,,,,,227.0,2000.000,2542.278,191.475,13.28,-8.513,0.082,14.886,0.082
Auto_1001,4466.10,4062.98,4466.19,4063.03,,,,,184.0,1993.000,2537.768,192.007,13.22,-8.511,0.082,14.888,0.082
Auto_1002,4283.02,1765.92,4283.17,1765.89,,,,,156.0,1991.000,2431.828,191.715,12.68,-8.465,0.086,14.934,0.086
Auto_1003,907.82,435.40,907.74,435.38,,,,,203.0,1990.000,2583.263,191.255,13.51,-8.530,0.080,14.869,0.080
Auto_1004,4548.09,867.28,4548.24,867.19,,,,,154.0,1984.000,2433.164,192.376,12.65,-8.465,0.086,14.934,0.086
Auto_1005,4954.36,2635.18,4954.52,2635.21,,,,,169.0,1983.000,2445.064,192.500,12.70,-8.471,0.085,14.928,0.085
Auto_1006,4580.72,3503.88,4580.75,3503.93,,,,,171.0,1978.000,2710.678,191.568,14.15,-8.583,0.077,14.816,0.077
Auto_1007,3834.71,3113.06,3834.81,3113.09,,,,,171.0,1974.000,2573.726,191.846,13.42,-8.526,0.081,14.873,0.081
Auto_1008,2266.78,682.43,2266.87,682.31,,,,,167.0,1965.000,2541.042,191.049,13.30,-8.513,0.082,14.886,0.082
Auto_1009,3531.59,2800.35,3531.66,2800.35,,,,,186.0,1964.000,2651.266,191.381,13.85,-8.559,0.078,14.840,0.078
Auto_1010,2659.38,484.58,2659.39,484.55,,,,,177.0,1963.000,2603.252,192.247,13.54,-8.539,0.080,14.860,0.080
Auto_1011,2559.45,3338.09,2559.50,3338.12,,,,,208.0,1962.000,2648.546,190.565,13.90,-8.558,0.078,14.841,0.078
Auto_1012,5551.49,2131.74,5551.63,2131.77,,,,,175.0,1960.000,2481.767,192.538,12.89,-8.487,0.084,14.912,0.084
Auto_1013,2704.80,3435.34,2704.84,3435.35,,,,,189.0,1942.000,2448.478,191.192,12.81,-8.472,0.085,14.927,0.085
Auto_1014,3248.66,2533.97,3248.64,2533.97,,,,,157.0,1942.000,2697.542,191.636,14.08,-8.577,0.077,14.822,0.077
Auto_1015,6031.86,739.69,6032.01,739.63,,,,,162.0,1940.000,2349.923,193.152,12.17,-8.428,0.089,14.971,0.089
Auto_1016,4565.56,3581.38,4565.69,3581.44,,,,,183.0,1938.000,2666.355,192.534,13.85,-8.565,0.078,14.834,0.078
Auto_1017,3796.23,453.84,3796.34,453.75,,,,,163.0,1932.000,2552.081,191.960,13.29,-8.517,0.082,14.882,0.082
Auto_1018,4188.30,585.04,4188.46,584.95,,,,,153.0,1923.000,2489.396,191.897,12.97,-8.490,0.084,14.909,0.084
Auto_1019,4204.75,4064.83,4204.85,4064.86,,,,,168.0,1894.000,2333.165,191.284,12.20,-8.420,0.089,14.979,0.089
Auto_1020,840.58,3763.91,840.59,3763.94,,,,,233.0,1887.000,2278.469,190.875,11.94,-8.394,0.091,15.005,0.091
Auto_1021,771.93,441.78,771.88,441.73,,,,,214.0,1884.000,2430.343,190.830,12.74,-8.464,0.085,14.935,0.085
Auto_1022,2350.94,3278.06,2350.98,3278.09,,,,,197.0,1884.000,2466.491,190.584,12.94,-8.480,0.084,14.919,0.084
Auto_1023,3627.24,843.37,3627.39,843.33,,,,,162.0,1867.000,2478.467,191.889,12.92,-8.485,0.084,14.914,0.084
Auto_1024,1013.15,2432.87,1013.16,2432.87,,,,,194.0,1857.000,2237.068,193.552,11.56,-8.374,0.094,15.025,0.094
Auto_1025,4309.31,211.15,4309.45,211.05,,,,,155.0,1856.000,2375.677,192.296,12.35,-8.439,0.088,14.960,0.088
Auto_1026,5423.46,1924.87,5423.65,1924.89,,,,,156.0,1853.000,2384.030,191.904,12.42,-8.443,0.087,14.956,0.087
Auto_1027,5853.31,1001.49,5853.49,1001.45,,,,,160.0,1853.000,2470.480,192.771,12.82,-8.482,0.085,14.917,0.085
Auto_1028,4120.69,93.24,4120.71,93.11,,,,,148.0,1850.000,2336.679,192.440,12.14,-8.421,0.089,14.978,0.089
Auto_1029,728.87,2976.55,728.84,2976.52,,,,,203.0,1847.000,2319.236,190.787,12.16,-8.413,0.089,14.986,0.089
Auto_1030,3016.02,2930.63,3016.10,2930.67,,,,,163.0,1838.000,2429.755,190.391,12.76,-8.464,0.085,14.935,0.085
Auto_1031,3091.45,1390.66,3091.56,1390.62,,,,,153.0,1838.000,2478.945,191.465,12.95,-8.486,0.084,14.913,0.084
Auto_1032,1838.69,2835.31,1838.74,2835.32,,,,,192.0,1837.000,2381.678,190.394,12.51,-8.442,0.087,14.957,0.087
Auto_1033,5870.20,3538.62,5870.43,3538.62,,,,,158.0,1835.000,2421.347,192.246,12.60,-8.460,0.086,14.939,0.086
Auto_1034,84.45,2473.96,84.47,2473.97,,,,,222.0,1828.000,2340.573,191.380,12.23,-8.423,0.089,14.976,0.089
Auto_1035,6010.96,3837.74,6011.11,3837.79,,,,,162.0,1814.000,2218.678,191.808,11.57,-8.365,0.094,15.034,0.094
Auto_1036,763.81,2727.52,763.83,2727.57,,,,,190.0,1812.000,2233.425,190.308,11.74,-8.372,0.093,15.027,0.093
Auto_1037,4017.97,3512.97,4018.05,3513.01,,,,,163.0,1808.000,2362.155,190.931,12.37,-8.433,0.088,14.966,0.088
Auto_1038,3433.54,1229.02,3433.66,1229.04,,,,,155.0,1805.000,2388.169,191.132,12.49,-8.445,0.087,14.954,0.087
Auto_1039,2670.37,3144.47,2670.45,3144.47,,,,,185.0,1801.000,2487.255,189.833,13.10,-8.489,0.083,14.910,0.083
Auto_1040,6190.93,880.39,6191.08,880.35,,,,,154.0,1801.000,2294.614,193.106,11.88,-8.402,0.091,14.997,0.091
Auto_1041,5129.28,1491.95,5129.50,1491.91,,,,,160.0,1800.000,2261.001,191.990,11.78,-8.386,0.092,15.013,0.092
Auto_1042,4624.68,683.59,4624.83,683.48,,,,,156.0,1800.000,2469.859,191.652,12.89,-8.482,0.084,14.917,0.084
Auto_1043,4648.79,1954.38,4648.91,1954.41,,,,,139.0,1797.000,2301.583,191.821,12.00,-8.405,0.090,14.994,0.090
Auto_1044,5979.84,1706.65,5979.94,1706.68,,,,,153.0,1793.000,2357.240,192.863,12.22,-8.431,0.089,14.968,0.089
Auto_1045,3753.34,3695.88,3753.44,3695.94,,,,,176.0,1788.000,2329.829,191.639,12.16,-8.418,0.089,14.981,0.089
Auto_1046,2529.14,512.88,2529.19,512.79,,,,,144.0,1783.000,2336.959,190.466,12.27,-8.422,0.088,14.977,0.088
Auto_1047,6094.86,2082.62,6094.93,2082.65,,,,,150.0,1781.000,2337.762,192.597,12.14,-8.422,0.089,14.977,0.089
Auto_1048,3635.29,3167.78,3635.38,3167.82,,,,,173.0,1781.000,2399.622,190.719,12.58,-8.450,0.086,14.949,0.086
Auto_1049,3352.86,3259.25,3352.93,3259.27,,,,,172.0,1780.000,2303.215,190.417,12.10,-8.406,0.090,14.993,0.090
Auto_1050,5009.62,378.88,5009.70,378.78,,,,,148.0,1773.000,2309.161,191.791,12.04,-8.409,0.090,14.990,0.090
Auto_1051,5290.73,2191.72,5290.90,2191.72,,,,,135.0,1767.000,2230.825,191.392,11.66,-8.371,0.093,15.028,0.093
Auto_1052,292.22,597.69,292.29,597.62,,,,,180.0,1765.000,2302.163,190.415,12.09,-8.405,0.090,14.994,0.090
Auto_1053,1534.14,1893.28,1534.20,1893.27,,,,,182.0,1765.000,2300.175,190.180,12.09,-8.404,0.090,14.995,0.090
Auto_1054,5908.59,3633.10,5908.74,3633.22,,,,,160.0,1764.000,2354.409,192.376,12.24,-8.430,0.089,14.969,0.089
Auto_1055,3984.95,3202.42,3985.07,3202.43,,,,,161.0,1764.000,2334.404,191.510,12.19,-8.420,0.089,14.979,0.089
Auto_1056,1847.25,3928.95,1847.25,3928.95,,,,,196.0,1760.000,2235.797,189.917,11.77,-8.374,0.092,15.025,0.092
Auto_1057,1251.22,1601.85,1251.25,1601.83,,,,,189.0,1755.000,2349.716,190.464,12.34,-8.428,0.088,14.971,0.088
Auto_1058,2180.80,1993.95,2180.92,1993.94,,,,,147.0,1755.000,2395.790,190.276,12.59,-8.449,0.086,14.950,0.086
Auto_1059,2869.81,2587.49,2869.82,2587.48,,,,,149.0,1754.000,2503.653,191.562,13.07,-8.496,0.083,14.903,0.083
Auto_1060,3593.12,930.88,3593.25,930.81,,,,,154.0,1752.000,2294.181,191.688,11.97,-8.402,0.091,14.997,0.091
Auto_1061,5957.63,2942.61,5957.71,2942.67,,,,,151.0,1748.000,2318.160,192.605,12.04,-8.413,0.090,14.986,0.090
Auto_1062,5652.54,1953.85,5652.68,1953.82,,,,,147.0,1746.000,2141.311,193.259,11.08,-8.327,0.098,15.072,0.098
Auto_1063,6200.41,3315.87,6200.61,3315.91,,,,,170.0,1745.000,2288.453,192.517,11.89,-8.399,0.091,15.000,0.091
Auto_1064,1964.12,1248.50,1964.20,1248.43,,,,,155.0,1745.000,2291.231,190.612,12.02,-8.400,0.090,14.999,0.090
Auto_1065,3600.83,3982.96,3600.91,3982.99,,,,,172.0,1743.000,2106.172,191.014,11.03,-8.309,0.098,15.090,0.098
Auto_1066,2689.44,2989.06,2689.53,2989.07,,,,,163.0,1743.000,2431.260,190.690,12.75,-8.465,0.085,14.934,0.085
Auto_1067,1349.45,1280.03,1349.44,1280.02,,,,,177.0,1743.000,2273.291,190.692,11.92,-8.392,0.091,15.007,0.091
Auto_1068,3038.07,1408.00,3038.18,1407.98,,,,,140.0,1732.000,2284.554,193.266,11.82,-8.397,0.092,15.002,0.092
Auto_1069,5723.59,2838.67,5723.80,2838.71,,,,,149.0,1731.000,2230.193,191.758,11.63,-8.371,0.093,15.028,0.093
Auto_1070,4792.80,4096.54,4792.92,4096.56,,,,,153.0,1731.000,2162.372,191.279,11.30,-8.337,0.096,15.062,0.096
Auto_1071,4497.72,288.47,4497.76,288.37,,,,,141.0,1724.000,2271.001,192.741,11.78,-8.391,0.092,15.008,0.092
Auto_1072,4903.78,420.76,4903.90,420.58,,,,,136.0,1718.000,2198.295,192.557,11.42,-8.355,0.095,15.044,0.095
Auto_1073,4959.94,1028.33,4960.04,1028.29,,,,,141.0,1717.000,2465.394,192.292,12.82,-8.480,0.085,14.919,0.085
Auto_1074,5045.81,797.88,5045.94,797.77,,,,,150.0,1715.000,2416.165,192.400,12.56,-8.458,0.086,14.941,0.086
Auto_1075,3486.40,934.55,3486.54,934.51,,,,,153.0,1710.000,2393.461,190.875,12.54,-8.448,0.087,14.951,0.087
Auto_1076,2179.85,2842.29,2179.92,2842.29,,,,,168.0,1710.000,2185.991,190.017,11.50,-8.349,0.094,15.050,0.094
Auto_1077,3945.13,204.33,3945.23,204.23,,,,,140.0,1709.000,2270.932,191.420,11.86,-8.391,0.092,15.008,0.092
Auto_1078,3846.54,2695.07,3846.64,2695.06,,,,,144.0,1709.000,2282.061,191.606,11.91,-8.396,0.091,15.003,0.091
Auto_1079,2121.48,2180.22,2121.52,2180.22,,,,,165.0,1708.000,2327.061,189.650,12.27,-8.417,0.088,14.982,0.088
Auto_1080,4692.87,3736.18,4693.01,3736.21,,,,,156.0,1704.000,2108.239,191.164,11.03,-8.310,0.098,15.089,0.098
Auto_1081,6179.95,1946.26,6180.09,1946.25,,,,,144.0,1704.000,2089.715,191.284,10.92,-8.300,0.099,15.099,0.099
Auto_1082,4446.03,321.55,4446.16,321.43,,,,,142.0,1703.000,2225.078,191.742,11.60,-8.368,0.094,15.031,0.094
Auto_1083,5424.81,1806.99,5424.93,1806.98,,,,,150.0,1701.000,2295.488,193.097,11.89,-8.402,0.091,14.997,0.091
Auto_1084,4447.90,3416.00,4448.01,3416.03,,,,,149.0,1698.000,2115.379,190.609,11.10,-8.313,0.098,15.086,0.098
Auto_1085,2571.33,565.42,2571.38,565.34,,,,,148.0,1697.000,2147.971,191.249,11.23,-8.330,0.097,15.069,0.097
Auto_1086,740.04,2592.94,740.07,2592.95,,,,,192.0,1695.000,2108.660,190.736,11.06,-8.310,0.098,15.089,0.098
Auto_1087,1664.29,1467.82,1664.31,1467.82,,,,,164.0,1694.000,2190.012,190.224,11.51,-8.351,0.094,15.048,0.094
Auto_1088,3879.86,3742.36,3879.93,3742.41,,,,,159.0,1692.000,2207.072,191.291,11.54,-8.360,0.094,15.039,0.094
Auto_1089,3994.76,3235.98,3994.80,3236.04,,,,,159.0,1691.000,2355.070,191.133,12.32,-8.430,0.088,14.969,0.088
Auto_1090,3197.69,2810.11,3197.81,2810.14,,,,,136.0,1690.000,2221.179,190.879,11.64,-8.366,0.093,15.033,0.093
Auto_1091,2094.91,2131.59,2094.97,2131.52,,,,,160.0,1685.000,2199.871,190.073,11.57,-8.356,0.094,15.043,0.094
Auto_1092,5779.07,1178.69,5779.20,1178.67,,,,,146.0,1683.000,1997.309,191.917,10.41,-8.251,0.104,15.148,0.104
Auto_1093,3205.63,4054.49,3205.68,4054.49,,,,,161.0,1679.000,2201.505,190.615,11.55,-8.357,0.094,15.042,0.094
Auto_1094,4353.61,2020.85,4353.73,2020.85,,,,,144.0,1678.000,2153.463,192.010,11.22,-8.333,0.097,15.066,0.097
Auto_1095,630.50,2450.94,630.46,2450.93,,,,,197.0,1676.000,2080.337,190.384,10.93,-8.295,0.099,15.104,0.099
Auto_1096,2491.65,2057.55,2491.74,2057.53,,,,,136.0,1672.000,2261.702,190.904,11.85,-8.386,0.092,15.013,0.092
Auto_1097,2057.95,2548.61,2058.00,2548.56,,,,,154.0,1672.000,2247.678,190.110,11.82,-8.379,0.092,15.020,0.092
Auto_1098,5453.67,682.88,5453.79,682.82,,,,,144.0,1671.000,2091.922,191.832,10.90,-8.301,0.100,15.098,0.100
Auto_1099,696.38,1000.94,696.45,1000.90,,,,,179.0,1670.000,2251.020,190.496,11.82,-8.381,0.092,15.018,0.092
Auto_1100,3843.95,1049.58,3844.07,1049.50,,,,,134.0,1665.000,2145.658,192.351,11.15,-8.329,0.097,15.070,0.097
Auto_1101,672.15,3500.75,672.17,3500.74,,,,,203.0,1665.000,2074.824,189.578,10.94,-8.292,0.099,15.107,0.099
Auto_1102,70.81,1439.33,70.81,1439.30,,,,,176.0,1664.000,2086.341,190.116,10.97,-8.298,0.099,15.101,0.099
